sim_code,step,sim_time,created,node_a,node_b,n_turns,description
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:22:20,Jane Moreno,Tom Moreno,14,"conversing about Tom and Jane Moreno discussing grocery shopping, planning to attend a town hall meeting, and brainstorming a workshop to promote local businesses during the election."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:22:40,Hailey Johnson,Latoya Williams,16,"conversing about Hailey Johnson and Latoya Williams discussing their collaboration on a photography project that highlights local businesses and their stories, while planning a meeting to brainstorm ideas and gather insights."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:26:30,Giorgio Rossi,Rajiv Patel,16,"conversing about Rajiv Patel and Giorgio Rossi discussing how to incorporate the Fibonacci sequence into their upcoming art show and Valentine's Day party through art, quotes, interactive elements, and engaging activities for guests."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:26:40,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:26:50,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:26:50,Giorgio Rossi,Rajiv Patel,16,"conversing about Rajiv Patel and Giorgio Rossi discussing how to incorporate the Fibonacci sequence into their upcoming art show and Valentine's Day party through art, quotes, interactive elements, and engaging activities for guests."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:27:00,Giorgio Rossi,Rajiv Patel,16,"conversing about Rajiv Patel and Giorgio Rossi discussing how to incorporate the Fibonacci sequence into their upcoming art show and Valentine's Day party through art, quotes, interactive elements, and engaging activities for guests."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:28:00,Eddy Lin,Mei Lin,16,"conversing about Eddy Lin and Mei Lin discussing their upcoming lunch meeting to analyze ethical theories in music, focusing on pieces like Beethoven's 'Eroica' Symphony and John Adams' 'Nixon in China', while also considering contemporary works, audience interpretation, and the influence of these pieces on modern composers."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:30:20,Abigail Chen,Jennifer Moore,16,"conversing about Jennifer Moore and Abigail Chen discussing their upcoming collaborative mural and animation project that highlights local businesses and community stories, while incorporating themes of art, love, resilience, and creativity for an exhibition and a Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:34:50,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:35:00,Giorgio Rossi,Rajiv Patel,16,"conversing about Rajiv Patel and Giorgio Rossi discussing how to incorporate the Fibonacci sequence into their upcoming art show and Valentine's Day party through art, quotes, interactive elements, and engaging activities for guests."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:35:00,Adam Smith,Ryan Park,16,"conversing about Adam Smith and Ryan Park discussing the development of an app focused on enhancing community engagement through features like local event integration, user-generated content, and promotional strategies."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:35:10,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:35:30,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:38:40,John Lin,Tom Moreno,13,"conversing about Tom Moreno and John Lin discussing updates on Maria Lopez's workshops for local businesses, brainstorming ideas for their own workshops, and planning to gather customer feedback and invite Sarah from the bakery to collaborate."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:39:20,Giorgio Rossi,Rajiv Patel,16,"conversing about Rajiv Patel and Giorgio Rossi discussing how to incorporate the Fibonacci sequence into their upcoming art show and Valentine's Day party through art, quotes, interactive elements, and engaging activities for guests."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:39:30,Giorgio Rossi,Rajiv Patel,16,"conversing about Rajiv Patel and Giorgio Rossi discussing how to incorporate the Fibonacci sequence into their upcoming art show and Valentine's Day party through art, quotes, interactive elements, and engaging activities for guests."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:39:40,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:39:50,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:39:50,Ryan Park,Yuriko Yamamoto,11,"conversing about Ryan Park and Yuriko Yamamoto discussing the progress of their respective projects, including tax compliance workshops and a mobile app, and brainstorming ways to integrate technology to enhance community engagement."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:44:20,Jennifer Moore,Latoya Williams,16,"conversing about Jennifer Moore and Latoya Williams discussing their collaborative art projects that highlight local businesses, planning a meeting to brainstorm ideas, and organizing a mini-exhibit for the Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:51:20,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:51:40,Arthur Burton,Hailey Johnson,16,conversing about Arthur Burton and Hailey Johnson discussing how to incorporate local stories and collaborate with a bakery and a flower shop for an upcoming Valentine's Day event at the pub.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:53:20,Rajiv Patel,Ryan Park,16,"conversing about Rajiv Patel and Ryan Park discussing their collaboration on integrating community engagement features into a mobile app and an art show, including interactive elements and audience participation."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:54:10,Eddy Lin,Giorgio Rossi,16,"conversing about Giorgio Rossi and Eddy Lin discussing their plans for the Valentine's Day party decorations and music, incorporating themes of the Fibonacci sequence, interactive elements, and collaboration with other team members."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:55:20,Abigail Chen,Francisco Lopez,16,"conversing about Abigail Chen and Francisco Lopez discussing how to incorporate local business stories into their projects, including potential interviews with business owners, visual styles for storytelling, specific businesses to feature, and interview questions for artisans."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:55:20,Jennifer Moore,Latoya Williams,16,"conversing about Jennifer Moore and Latoya Williams discussing their collaborative art projects that highlight local businesses, planning a meeting to brainstorm ideas, and organizing a mini-exhibit for the Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:55:30,Jennifer Moore,Latoya Williams,16,"conversing about Jennifer Moore and Latoya Williams discussing their collaborative art projects that highlight local businesses, planning a meeting to brainstorm ideas, and organizing a mini-exhibit for the Valentine's Day party."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:56:20,Adam Smith,Hailey Johnson,16,conversing about Adam Smith and Hailey Johnson discussing their collaborative projects that combine photography of local businesses with an app featuring user-generated content and community engagement ideas.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 14:56:40,Adam Smith,Hailey Johnson,16,conversing about Adam Smith and Hailey Johnson discussing their collaborative projects that combine photography of local businesses with an app featuring user-generated content and community engagement ideas.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:01:10,Carmen Ortiz,Sam Moore,16,"conversing about Carmen Ortiz and Sam Moore discussing the design of a community campaign flyer, brainstorming ideas, and planning a meeting to collaborate on engaging the community effectively."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:03:30,Abigail Chen,Francisco Lopez,16,"conversing about Abigail Chen and Francisco Lopez discussing how to incorporate local business stories into their projects, including potential interviews with business owners, visual styles for storytelling, specific businesses to feature, and interview questions for artisans."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:07:20,Abigail Chen,Francisco Lopez,16,"conversing about Abigail Chen and Francisco Lopez discussing how to incorporate local business stories into their projects, including potential interviews with business owners, visual styles for storytelling, specific businesses to feature, and interview questions for artisans."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:10:20,Adam Smith,Hailey Johnson,16,conversing about Adam Smith and Hailey Johnson discussing their collaborative projects that combine photography of local businesses with an app featuring user-generated content and community engagement ideas.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:10:20,Arthur Burton,Ryan Park,11,"conversing about Arthur Burton and Ryan Park discussing collaboration on integrating local event features into an app, specifically promoting a Valentine's Day event with community involvement and user-generated content."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:10:30,Adam Smith,Hailey Johnson,16,conversing about Adam Smith and Hailey Johnson discussing their collaborative projects that combine photography of local businesses with an app featuring user-generated content and community engagement ideas.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:10:40,Arthur Burton,Ryan Park,11,"conversing about Arthur Burton and Ryan Park discussing collaboration on integrating local event features into an app, specifically promoting a Valentine's Day event with community involvement and user-generated content."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:11:20,Arthur Burton,Ryan Park,11,"conversing about Arthur Burton and Ryan Park discussing collaboration on integrating local event features into an app, specifically promoting a Valentine's Day event with community involvement and user-generated content."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:11:40,Arthur Burton,Ryan Park,11,"conversing about Arthur Burton and Ryan Park discussing collaboration on integrating local event features into an app, specifically promoting a Valentine's Day event with community involvement and user-generated content."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:12:10,Eddy Lin,Isabella Rodriguez,16,"conversing about Eddy Lin and Isabella Rodriguez discussing the preparations for a Valentine's Day party, including decorations, music, flower arrangements, and quotes about love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:12:40,Eddy Lin,Isabella Rodriguez,16,"conversing about Eddy Lin and Isabella Rodriguez discussing the preparations for a Valentine's Day party, including decorations, music, flower arrangements, and quotes about love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:12:50,Eddy Lin,Isabella Rodriguez,16,"conversing about Eddy Lin and Isabella Rodriguez discussing the preparations for a Valentine's Day party, including decorations, music, flower arrangements, and quotes about love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:13:20,Francisco Lopez,Jennifer Moore,16,"conversing about Francisco Lopez and Jennifer Moore discussing the preparation for an upcoming exhibition, ideas for a Valentine's Day party incorporating watercolor designs, and their animation project that features local businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:17:20,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:17:30,Arthur Burton,Ryan Park,11,"conversing about Arthur Burton and Ryan Park discussing collaboration on integrating local event features into an app, specifically promoting a Valentine's Day event with community involvement and user-generated content."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:17:40,Arthur Burton,Ryan Park,11,"conversing about Arthur Burton and Ryan Park discussing collaboration on integrating local event features into an app, specifically promoting a Valentine's Day event with community involvement and user-generated content."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:22:20,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:22:20,Hailey Johnson,Ryan Park,16,conversing about Hailey Johnson and Ryan Park discussing how to collaborate on an app for a Valentine's Day event by incorporating local stories and features from small businesses to enhance community engagement.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:22:30,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:22:50,Hailey Johnson,Ryan Park,16,conversing about Hailey Johnson and Ryan Park discussing how to collaborate on an app for a Valentine's Day event by incorporating local stories and features from small businesses to enhance community engagement.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:26:50,Ayesha Khan,Mei Lin,16,"conversing about Ayesha Khan and Mei Lin discussing their Valentine's Day party planning, focusing on unique Fibonacci-themed decorations, color schemes, and centerpieces while also exchanging ideas for their respective academic projects."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:28:30,Eddy Lin,Isabella Rodriguez,16,"conversing about Eddy Lin and Isabella Rodriguez discussing the preparations for a Valentine's Day party, including decorations, music, flower arrangements, and quotes about love."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:34:10,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:34:20,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:35:20,Hailey Johnson,Ryan Park,16,conversing about Hailey Johnson and Ryan Park discussing how to collaborate on an app for a Valentine's Day event by incorporating local stories and features from small businesses to enhance community engagement.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:35:30,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:36:40,Arthur Burton,Francisco Lopez,16,"conversing about Arthur Burton and Francisco Lopez discussing ideas for an exhibition and Valentine's Day party, focusing on incorporating watercolor designs, interactive elements, cocktails, food pairings, and promoting the event through social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:36:50,Hailey Johnson,Ryan Park,16,conversing about Hailey Johnson and Ryan Park discussing how to collaborate on an app for a Valentine's Day event by incorporating local stories and features from small businesses to enhance community engagement.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:36:50,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:37:00,Adam Smith,Rajiv Patel,16,"conversing about Rajiv Patel and Adam Smith discussing the integration of creativity in community engagement through collaborative art projects, including workshops with local schools and interactive elements in Rajiv's upcoming painting show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:37:10,Arthur Burton,Francisco Lopez,16,"conversing about Arthur Burton and Francisco Lopez discussing ideas for an exhibition and Valentine's Day party, focusing on incorporating watercolor designs, interactive elements, cocktails, food pairings, and promoting the event through social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:40:20,Hailey Johnson,Ryan Park,16,conversing about Hailey Johnson and Ryan Park discussing how to collaborate on an app for a Valentine's Day event by incorporating local stories and features from small businesses to enhance community engagement.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:40:20,Arthur Burton,Francisco Lopez,16,"conversing about Arthur Burton and Francisco Lopez discussing ideas for an exhibition and Valentine's Day party, focusing on incorporating watercolor designs, interactive elements, cocktails, food pairings, and promoting the event through social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:40:30,Hailey Johnson,Ryan Park,16,conversing about Hailey Johnson and Ryan Park discussing how to collaborate on an app for a Valentine's Day event by incorporating local stories and features from small businesses to enhance community engagement.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:41:20,Arthur Burton,Francisco Lopez,16,"conversing about Arthur Burton and Francisco Lopez discussing ideas for an exhibition and Valentine's Day party, focusing on incorporating watercolor designs, interactive elements, cocktails, food pairings, and promoting the event through social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:43:20,Arthur Burton,Francisco Lopez,16,"conversing about Arthur Burton and Francisco Lopez discussing ideas for an exhibition and Valentine's Day party, focusing on incorporating watercolor designs, interactive elements, cocktails, food pairings, and promoting the event through social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:44:00,Arthur Burton,Francisco Lopez,16,"conversing about Arthur Burton and Francisco Lopez discussing ideas for an exhibition and Valentine's Day party, focusing on incorporating watercolor designs, interactive elements, cocktails, food pairings, and promoting the event through social media."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:44:50,Latoya Williams,Rajiv Patel,16,"conversing about Latoya Williams and Rajiv Patel discussing the development of Rajiv's painting, including interactive elements, prompts for audience contributions, and promotional strategies for their upcoming show."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:46:30,Klaus Mueller,Mei Lin,16,"conversing about Klaus Mueller and Mei Lin discussing their research topics on gentrification and ethical theories in music, exploring potential collaboration for a workshop that combines narratives from Klaus's research with musical pieces that reflect those themes, and considering community organizations for partnership."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:47:30,Hailey Johnson,Jennifer Moore,16,conversing about Jennifer Moore and Hailey Johnson discussing their collaboration on a novel and watercolor artwork that incorporates local stories and businesses for an upcoming Valentine's Day event.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:58:20,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:58:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 15:59:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:00:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:01:00,Eddy Lin,John Lin,11,"conversing about Eddy Lin and John Lin discussing John’s work at the pharmacy, local mayoral candidates and their initiatives, Eddy's composition project, and plans for family night including dessert options."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:01:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:02:00,Eddy Lin,John Lin,11,"conversing about Eddy Lin and John Lin discussing John’s work at the pharmacy, local mayoral candidates and their initiatives, Eddy's composition project, and plans for family night including dessert options."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:02:20,Hailey Johnson,Jennifer Moore,16,conversing about Jennifer Moore and Hailey Johnson discussing their collaboration on a novel and watercolor artwork that incorporates local stories and businesses for an upcoming Valentine's Day event.
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:02:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:03:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:04:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:05:40,Eddy Lin,John Lin,11,"conversing about Eddy Lin and John Lin discussing John’s work at the pharmacy, local mayoral candidates and their initiatives, Eddy's composition project, and plans for family night including dessert options."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:05:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:06:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:07:30,Giorgio Rossi,Isabella Rodriguez,16,"conversing about Isabella Rodriguez and Giorgio Rossi discussing the final details for their Valentine's Day party, including song suggestions, nature-inspired decorations, a collaborative art station, and quotes about love and nature."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:07:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:08:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:09:40,Eddy Lin,John Lin,11,"conversing about Eddy Lin and John Lin discussing John’s work at the pharmacy, local mayoral candidates and their initiatives, Eddy's composition project, and plans for family night including dessert options."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:09:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:10:10,Ryan Park,Tom Moreno,14,"conversing about Tom Moreno and Ryan Park discussing how to leverage technology to enhance community engagement for local businesses, particularly in relation to upcoming initiatives by Maria Lopez, and planning a meeting to brainstorm app features and potential partnerships."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:10:20,Eddy Lin,John Lin,11,"conversing about Eddy Lin and John Lin discussing John’s work at the pharmacy, local mayoral candidates and their initiatives, Eddy's composition project, and plans for family night including dessert options."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:10:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:11:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:12:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:13:20,Ryan Park,Tom Moreno,14,"conversing about Tom Moreno and Ryan Park discussing how to leverage technology to enhance community engagement for local businesses, particularly in relation to upcoming initiatives by Maria Lopez, and planning a meeting to brainstorm app features and potential partnerships."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:13:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:14:40,Francisco Lopez,Hailey Johnson,16,"conversing about Francisco Lopez and Hailey Johnson discussing the development of their novel, particularly focusing on collaborative art scenes, event structure, community engagement, and potential partnerships with local businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:14:40,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:14:50,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:15:10,Francisco Lopez,Hailey Johnson,16,"conversing about Francisco Lopez and Hailey Johnson discussing the development of their novel, particularly focusing on collaborative art scenes, event structure, community engagement, and potential partnerships with local businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:15:30,Francisco Lopez,Hailey Johnson,16,"conversing about Francisco Lopez and Hailey Johnson discussing the development of their novel, particularly focusing on collaborative art scenes, event structure, community engagement, and potential partnerships with local businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:15:40,Adam Smith,Arthur Burton,16,"conversing about Adam Smith and Arthur Burton discussing plans for Maria Lopez's campaign events, focusing on cocktail recipes, food pairings, visual presentation, social media promotion, local influencers, and a theme for the demo."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:16:20,Francisco Lopez,Hailey Johnson,16,"conversing about Francisco Lopez and Hailey Johnson discussing the development of their novel, particularly focusing on collaborative art scenes, event structure, community engagement, and potential partnerships with local businesses."
ncn_control_n25_full,4200,2023-02-13 19:40:00,2023-02-13 16:16:20,Adam Smith,Jennifer Moore,9,"conversing about Jennifer Moore and Adam Smith discussing their collaboration for the Valentine's event, focusing on integrating local stories into artwork and writing, and setting up a meeting to brainstorm ideas."
